ID,Player Name,Position,Team Name,Value,total_points,minutes,points_per_minute,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
501,Ceballos,MID,Arsenal,5.0,57.0,1687.0,0.033787789,59.0,2.28,61.0,2.363,59.0,1.754,58.0,2.191,60.0,1.7380000000000002,56.0,1.975,58.0,1.801,57.0,2.261
28,Heaton,GK,Aston Villa,4.5,59.0,1794.0,0.032887402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.5030000000000001,65.0,2.544,86.0,3.285,85.0,2.987
29,El Mohamady,DEF,Aston Villa,4.5,39.0,1024.0,0.038085938,0.0,0.0,50.0,2.048,50.0,1.9980000000000002,44.0,0.8079999999999999,47.0,1.232,47.0,1.7080000000000002,45.0,1.561,48.0,1.11
30,Lansbury,MID,Aston Villa,4.5,12.0,190.0,0.0,0.0,0.0,4.0,0.14800000000000002,5.0,0.188,5.0,0.162,6.0,0.203,7.0,0.258,7.0,0.255,7.0,0.23199999999999998
31,Taylor,DEF,Aston Villa,4.5,22.0,1088.0,0.020220588,0.0,0.0,18.0,0.617,17.0,0.568,19.0,0.29600000000000004,20.0,0.45,23.0,0.71,19.0,0.561,23.0,0.45399999999999996
32,Steer,GK,Aston Villa,4.0,1.0,7.0,0.0,0.0,0.0,45.0,1.851,43.0,1.7280000000000002,45.0,1.568,24.0,0.856,12.0,0.467,1.0,0.038,1.0,0.035
33,Hourihane,MID,Aston Villa,6.0,83.0,1526.0,0.054390564,0.0,0.0,62.0,2.377,60.0,2.378,59.0,1.8619999999999999,63.0,2.12,58.0,2.222,59.0,2.218,58.0,1.915
34,Jota,MID,Aston Villa,6.0,17.0,329.0,0.0,0.0,0.0,17.0,0.7909999999999999,18.0,0.87,19.0,0.728,21.0,0.8590000000000001,20.0,0.937,21.0,0.961,22.0,0.877
35,Nyland,GK,Aston Villa,4.0,15.0,537.0,0.0,0.0,0.0,44.0,1.869,46.0,1.911,44.0,1.5730000000000002,23.0,0.8440000000000001,12.0,0.483,1.0,0.039,2.0,0.07200000000000001
36,Engels,DEF,Aston Villa,4.5,42.0,1446.0,0.029045643,0.0,0.0,24.0,0.875,27.0,0.9590000000000001,28.0,0.46,29.0,0.687,23.0,0.753,30.0,0.9359999999999999,30.0,0.626
37,Grealish,MID,Aston Villa,7.0,149.0,3233.0,0.046087225,0.0,0.0,82.0,4.051,78.0,4.083,76.0,2.8539999999999996,77.0,3.174,75.0,3.7430000000000003,76.0,3.716,74.0,2.95
38,McGinn,MID,Aston Villa,5.5,84.0,2312.0,0.03633218,0.0,0.0,78.0,2.958,79.0,3.076,77.0,2.397,74.0,2.51,75.0,2.843,75.0,2.798,70.0,2.332
39,Hause,DEF,Aston Villa,4.5,34.0,1544.0,0.022020725,0.0,0.0,40.0,1.508,42.0,1.55,42.0,0.722,40.0,0.986,43.0,1.462,39.0,1.2670000000000001,44.0,0.956
40,Trézéguet,MID,Aston Villa,5.5,98.0,1936.0,0.050619835,0.0,0.0,57.0,2.727,56.0,2.799,57.0,2.15,54.0,2.233,53.0,2.5610000000000004,53.0,2.513,54.0,2.1590000000000003
41,Mings,DEF,Aston Villa,5.0,90.0,2902.0,0.031013093999999998,0.0,0.0,76.0,2.64,74.0,2.498,76.0,1.095,73.0,1.5919999999999999,76.0,2.3480000000000003,74.0,2.176,70.0,1.329
42,Targett,DEF,Aston Villa,4.5,80.0,2291.0,0.034919249,0.0,0.0,76.0,2.827,77.0,2.784,75.0,1.2109999999999999,73.0,1.733,70.0,2.3280000000000003,75.0,2.374,73.0,1.52
43,Bree,DEF,Aston Villa,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nakamba,MID,Aston Villa,4.5,43.0,1826.0,0.02354874,0.0,0.0,26.0,0.846,29.0,0.946,32.0,0.909,31.0,0.9159999999999999,34.0,1.08,31.0,0.9790000000000001,34.0,0.9840000000000001
45,El Ghazi,MID,Aston Villa,6.0,93.0,2046.0,0.045454545,0.0,0.0,30.0,1.594,29.0,1.617,30.0,1.26,31.0,1.412,32.0,1.7169999999999999,33.0,1.722,31.0,1.371
46,Konsa,DEF,Aston Villa,4.5,65.0,2038.0,0.031894014,0.0,0.0,55.0,2.086,53.0,1.9669999999999999,54.0,0.904,56.0,1.359,56.0,1.905,56.0,1.8159999999999998,53.0,1.135
47,Guilbert,DEF,Aston Villa,4.5,62.0,2038.0,0.030421982,0.0,0.0,23.0,0.795,23.0,0.775,27.0,0.401,25.0,0.551,24.0,0.7440000000000001,26.0,0.767,22.0,0.424
48,Wesley,FWD,Aston Villa,6.0,67.0,1782.0,0.037598203999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Samatta,FWD,Aston Villa,6.0,29.0,940.0,0.0,0.0,0.0,31.0,1.5319999999999998,33.0,1.704,34.0,1.385,35.0,1.52,31.0,1.565,35.0,1.7209999999999999,34.0,1.445
50,Davis,FWD,Aston Villa,4.5,24.0,534.0,0.0,0.0,0.0,20.0,1.117,17.0,1.004,19.0,0.85,18.0,0.866,19.0,1.0659999999999998,20.0,1.0959999999999999,20.0,0.935
51,Vassilev,FWD,Aston Villa,4.5,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038,1.0,0.039,1.0,0.042,1.0,0.042,2.0,0.077
52,Douglas Luiz,MID,Aston Villa,5.0,90.0,2604.0,0.034562212,0.0,0.0,79.0,2.476,76.0,2.428,74.0,1.965,74.0,2.065,75.0,2.331,73.0,2.253,76.0,2.0669999999999997
496,Cash,DEF,Aston Villa,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038,1.0,0.036000000000000004,2.0,0.05
514,Watkins,FWD,Aston Villa,6.0,0.0,0.0,0.0,0.0,0.0,42.0,1.935,45.0,2.1590000000000003,41.0,1.574,40.0,1.645,46.0,2.1430000000000002,42.0,1.943,43.0,1.713
53,Murray,FWD,Brighton,5.0,36.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Lallana,MID,Brighton,6.5,27.0,371.0,0.0,27.0,1.001,27.0,1.067,28.0,1.006,26.0,0.983,28.0,1.143,27.0,1.2109999999999999,25.0,0.914,29.0,1.261
55,Stephens,MID,Brighton,4.5,63.0,2525.0,0.024950495,68.0,1.824,63.0,1.86,64.0,1.7280000000000002,63.0,1.764,66.0,1.969,61.0,1.922,62.0,1.6909999999999998,63.0,1.9709999999999999
57,Groß,MID,Brighton,6.0,76.0,1791.0,0.042434394,33.0,1.4280000000000002,36.0,1.7309999999999999,35.0,1.4909999999999999,34.0,1.5230000000000001,34.0,1.7409999999999999,36.0,2.059,37.0,1.5759999999999998,36.0,1.9580000000000002
58,Duffy,DEF,Brighton,4.5,44.0,1232.0,0.035714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Pröpper,MID,Brighton,5.0,78.0,2826.0,0.027600849,64.0,1.943,65.0,2.134,62.0,1.88,66.0,2.05,63.0,2.124,64.0,2.295,63.0,1.906,65.0,2.285
60,Mooy,MID,Brighton,5.0,80.0,2079.0,0.038480038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Burn,DEF,Brighton,4.5,86.0,2879.0,0.029871482999999997,72.0,1.7009999999999998,67.0,2.391,67.0,1.556,67.0,1.9040000000000001,68.0,2.485,66.0,2.674,66.0,1.659,61.0,2.5540000000000003
62,Dunk,DEF,Brighton,5.0,128.0,3230.0,0.039628483,84.0,1.983,82.0,2.9739999999999998,80.0,1.817,80.0,2.279,80.0,2.98,78.0,3.2680000000000002,78.0,1.926,76.0,3.259
63,Montoya,DEF,Brighton,4.5,62.0,1892.0,0.032769556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Andone,FWD,Brighton,5.0,5.0,71.0,0.0,13.0,0.626,15.0,0.7609999999999999,17.0,0.782,17.0,0.816,16.0,0.867,16.0,0.976,18.0,0.8220000000000001,21.0,1.196
65,March,MID,Brighton,5.0,38.0,1139.0,0.033362599,21.0,0.821,20.0,0.8340000000000001,25.0,0.958,26.0,1.033,22.0,0.9570000000000001,26.0,1.242,25.0,0.9590000000000001,27.0,1.2429999999999999
66,Webster,DEF,Brighton,4.5,88.0,2668.0,0.032983507999999995,59.0,1.4140000000000001,61.0,2.206,64.0,1.49,64.0,1.8419999999999999,58.0,2.136,60.0,2.415,59.0,1.495,58.0,2.4219999999999997
67,Veltman,DEF,Brighton,4.5,0.0,0.0,0.0,56.0,1.262,55.0,1.861,52.0,1.12,55.0,1.479,53.0,1.8090000000000002,57.0,2.105,54.0,1.273,56.0,2.1519999999999997
68,Maupay,FWD,Brighton,6.5,131.0,2763.0,0.047412233,79.0,3.4210000000000003,76.0,3.625,76.0,3.2460000000000004,74.0,3.355,75.0,3.865,72.0,4.276,72.0,3.07,69.0,3.846
69,Trossard,MID,Brighton,6.0,104.0,2004.0,0.051896208,60.0,2.6069999999999998,60.0,2.9019999999999997,57.0,2.415,58.0,2.577,59.0,3.016,58.0,3.3369999999999997,59.0,2.494,56.0,3.0610000000000004
70,Ryan,GK,Brighton,4.5,135.0,3420.0,0.039473684,90.0,3.2880000000000003,88.0,3.727,88.0,3.236,88.0,3.398,88.0,3.752,87.0,3.772,86.0,3.213,86.0,3.83
71,Jahanbakhsh,MID,Brighton,5.5,28.0,305.0,0.0,5.0,0.205,7.0,0.308,7.0,0.284,7.0,0.29600000000000004,6.0,0.278,8.0,0.41100000000000003,8.0,0.325,8.0,0.39399999999999996
72,Izquierdo,MID,Brighton,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Clarke,DEF,Brighton,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,White,DEF,Brighton,4.5,0.0,0.0,0.0,29.0,0.706,29.0,1.043,34.0,0.795,32.0,0.924,37.0,1.3519999999999999,35.0,1.399,34.0,0.8640000000000001,37.0,1.528
75,Bernardo,DEF,Brighton,4.0,21.0,675.0,0.0,9.0,0.237,13.0,0.494,13.0,0.32899999999999996,12.0,0.369,12.0,0.47100000000000003,14.0,0.605,16.0,0.433,19.0,0.838
76,Bissouma,MID,Brighton,4.5,39.0,1253.0,0.031125299,60.0,1.724,60.0,1.89,61.0,1.754,57.0,1.7109999999999999,59.0,1.906,61.0,2.09,57.0,1.656,56.0,1.9080000000000001
77,Lamptey,DEF,Brighton,4.5,26.0,619.0,0.0,48.0,1.242,47.0,1.824,45.0,1.1340000000000001,45.0,1.39,44.0,1.7719999999999998,45.0,2.003,47.0,1.273,48.0,2.174
78,Connolly,FWD,Brighton,5.5,61.0,1250.0,0.0488,44.0,1.837,46.0,2.048,43.0,1.766,45.0,1.9,42.0,1.995,44.0,2.32,44.0,1.7919999999999998,44.0,2.194
79,Alzate,MID,Brighton,4.5,33.0,1181.0,0.027942422,19.0,0.654,18.0,0.657,20.0,0.682,18.0,0.631,27.0,1.005,22.0,0.883,20.0,0.6829999999999999,23.0,0.902
80,Mac Allister,MID,Brighton,5.5,12.0,348.0,0.0,38.0,1.3869999999999998,41.0,1.528,38.0,1.311,41.0,1.455,40.0,1.536,38.0,1.577,41.0,1.413,35.0,1.426
503,Walton,GK,Brighton,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.040999999999999995,1.0,0.036000000000000004,1.0,0.038,1.0,0.042,2.0,0.085,3.0,0.11,3.0,0.131
81,Tarkowski,DEF,Burnley,5.5,143.0,3420.0,0.041812865,0.0,0.0,85.0,2.052,83.0,2.75,81.0,2.7880000000000003,82.0,2.765,80.0,2.19,80.0,1.7530000000000001,77.0,2.489
82,Bardsley,DEF,Burnley,4.5,78.0,1890.0,0.041269841,0.0,0.0,68.0,1.413,66.0,1.93,70.0,2.1319999999999997,67.0,1.973,69.0,1.641,68.0,1.268,67.0,1.909
83,Pieters,DEF,Burnley,4.5,77.0,1876.0,0.041044776,0.0,0.0,72.0,1.8159999999999998,69.0,2.384,70.0,2.502,69.0,2.436,72.0,2.05,68.0,1.5619999999999998,66.0,2.2159999999999997
84,Cork,MID,Burnley,5.0,70.0,2614.0,0.026778883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Long,DEF,Burnley,4.5,21.0,562.0,0.0,0.0,0.0,86.0,2.001,83.0,2.635,83.0,2.7460000000000004,82.0,2.641,81.0,2.13,77.0,1.63,78.0,2.425
86,Rodriguez,FWD,Burnley,6.0,100.0,2002.0,0.04995005,0.0,0.0,70.0,2.73,72.0,3.235,68.0,2.9619999999999997,70.0,3.332,70.0,2.865,69.0,2.679,65.0,2.812
87,Barnes,FWD,Burnley,6.0,61.0,1350.0,0.045185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Mee,DEF,Burnley,5.0,110.0,2880.0,0.038194444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Westwood,MID,Burnley,5.5,118.0,3150.0,0.037460317,0.0,0.0,81.0,2.375,82.0,2.648,80.0,2.56,81.0,2.6919999999999997,79.0,2.415,78.0,2.272,77.0,2.448
90,Gudmundsson,MID,Burnley,5.5,30.0,617.0,0.0,0.0,0.0,19.0,0.76,22.0,0.9670000000000001,24.0,1.028,22.0,1.011,27.0,1.101,26.0,1.0090000000000001,28.0,1.167
91,Wood,FWD,Burnley,6.5,136.0,2436.0,0.055829228,0.0,0.0,71.0,3.222,71.0,3.799,73.0,3.7089999999999996,71.0,4.047,68.0,3.315,69.0,3.097,68.0,3.464
92,Lowton,DEF,Burnley,4.5,48.0,1530.0,0.031372549,0.0,0.0,29.0,0.675,34.0,1.065,33.0,1.0759999999999998,35.0,1.109,36.0,0.9390000000000001,39.0,0.8190000000000001,41.0,1.2570000000000001
93,Vydra,FWD,Burnley,5.0,39.0,807.0,0.0,0.0,0.0,27.0,1.291,25.0,1.3840000000000001,27.0,1.431,28.0,1.635,27.0,1.364,30.0,1.406,32.0,1.673
94,Gibson,DEF,Burnley,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Brady,MID,Burnley,5.0,32.0,445.0,0.0,0.0,0.0,26.0,1.02,31.0,1.35,33.0,1.3980000000000001,34.0,1.545,34.0,1.3719999999999999,32.0,1.226,36.0,1.51
96,Pope,GK,Burnley,5.5,170.0,3420.0,0.049707602000000004,0.0,0.0,89.0,3.325,88.0,3.603,87.0,3.609,86.0,3.511,88.0,3.3760000000000003,86.0,3.1510000000000002,87.0,3.513
97,Taylor,DEF,Burnley,4.5,84.0,1944.0,0.043209877,0.0,0.0,84.0,1.865,82.0,2.485,79.0,2.512,80.0,2.439,78.0,1.9569999999999999,79.0,1.5819999999999999,79.0,2.354
98,Brownhill,MID,Burnley,5.0,21.0,805.0,0.0,0.0,0.0,83.0,2.22,80.0,2.344,79.0,2.314,78.0,2.344,77.0,2.1519999999999997,77.0,2.066,78.0,2.259
99,Peacock-Farrell,GK,Burnley,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036000000000000004,2.0,0.079,3.0,0.121,6.0,0.237,3.0,0.11199999999999999,8.0,0.285,7.0,0.275
100,McNeil,MID,Burnley,6.0,123.0,3339.0,0.036837376,0.0,0.0,80.0,2.747,79.0,3.042,78.0,2.947,78.0,3.139,75.0,2.7089999999999996,76.0,2.5860000000000003,75.0,2.821
101,Caballero,GK,Chelsea,5.0,13.0,450.0,0.0,3.0,0.134,5.0,0.18899999999999997,5.0,0.22899999999999998,4.0,0.19699999999999998,4.0,0.183,6.0,0.228,5.0,0.23399999999999999,7.0,0.342
102,Azpilicueta,DEF,Chelsea,6.0,130.0,3229.0,0.040260142,77.0,3.633,74.0,2.249,74.0,3.7089999999999996,71.0,3.965,72.0,3.555,69.0,2.115,70.0,3.569,73.0,3.93
103,Giroud,FWD,Chelsea,7.0,68.0,988.0,0.0,9.0,0.589,9.0,0.499,9.0,0.6579999999999999,8.0,0.597,9.0,0.623,9.0,0.502,9.0,0.622,10.0,0.677
104,Alonso,DEF,Chelsea,6.0,100.0,1429.0,0.069979006,74.0,3.842,68.0,2.265,70.0,3.997,68.0,4.2989999999999995,70.0,3.875,69.0,2.301,70.0,3.992,68.0,4.102
105,Jorginho,MID,Chelsea,5.0,92.0,2376.0,0.038720539,56.0,2.197,40.0,1.341,39.0,1.669,42.0,1.871,38.0,1.5759999999999998,40.0,1.3419999999999999,41.0,1.7109999999999999,40.0,1.68
106,Barkley,MID,Chelsea,6.0,61.0,1095.0,0.055707763,21.0,1.012,19.0,0.78,16.0,0.8390000000000001,16.0,0.861,16.0,0.7959999999999999,20.0,0.813,16.0,0.7979999999999999,15.0,0.7490000000000001
107,Kovacic,MID,Chelsea,5.5,68.0,2065.0,0.032929782000000005,0.0,0.0,42.0,1.321,42.0,1.597,40.0,1.588,38.0,1.4240000000000002,40.0,1.26,37.0,1.3940000000000001,38.0,1.453
109,Rüdiger,DEF,Chelsea,5.0,63.0,1710.0,0.036842105,73.0,3.012,69.0,1.818,63.0,2.778,62.0,3.08,65.0,2.8339999999999996,60.0,1.598,61.0,2.7560000000000002,59.0,2.855
110,Zouma,DEF,Chelsea,5.0,62.0,2343.0,0.026461801,64.0,2.71,59.0,1.6380000000000001,56.0,2.531,54.0,2.7310000000000003,50.0,2.2319999999999998,54.0,1.5130000000000001,52.0,2.404,51.0,2.505
111,Emerson,DEF,Chelsea,5.0,19.0,1022.0,0.018590998,8.0,0.387,9.0,0.297,10.0,0.523,9.0,0.514,9.0,0.45299999999999996,10.0,0.326,9.0,0.469,9.0,0.491
112,Arrizabalaga,GK,Chelsea,5.0,90.0,2970.0,0.03030303,86.0,3.69,84.0,3.056,84.0,3.6839999999999997,85.0,4.023,84.0,3.693,83.0,3.043,84.0,3.779,82.0,3.858
113,Kanté,MID,Chelsea,5.0,57.0,1730.0,0.032947977,82.0,2.9360000000000004,75.0,2.342,74.0,2.9139999999999997,73.0,2.998,73.0,2.798,70.0,2.208,71.0,2.748,69.0,2.71
114,Ziyech,MID,Chelsea,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.744,42.0,2.748,57.0,3.392,55.0,2.5869999999999997,57.0,3.3989999999999996,56.0,3.326
115,Loftus-Cheek,MID,Chelsea,6.0,12.0,203.0,0.0,26.0,1.18,18.0,0.728,15.0,0.75,16.0,0.821,17.0,0.815,16.0,0.65,16.0,0.7709999999999999,16.0,0.772
116,Christensen,DEF,Chelsea,5.0,34.0,1751.0,0.019417476,16.0,0.652,15.0,0.41100000000000003,16.0,0.695,13.0,0.629,11.0,0.47200000000000003,11.0,0.304,15.0,0.667,14.0,0.662
117,Werner,FWD,Chelsea,9.5,0.0,0.0,0.0,74.0,5.7379999999999995,74.0,4.187,68.0,5.3389999999999995,69.0,5.496,68.0,4.953,66.0,3.806,68.0,4.954,63.0,4.529
118,Abraham,FWD,Chelsea,7.5,153.0,2206.0,0.069356301,9.0,0.615,10.0,0.5760000000000001,10.0,0.757,10.0,0.774,7.0,0.504,10.0,0.579,8.0,0.573,10.0,0.7020000000000001
119,Pulisic,MID,Chelsea,8.5,127.0,1717.0,0.07396622,61.0,3.813,72.0,3.5810000000000004,70.0,4.835,69.0,4.915,68.0,4.405,66.0,3.302,67.0,4.365,68.0,4.3919999999999995
120,Mount,MID,Chelsea,7.0,137.0,2865.0,0.047818499,49.0,2.543,44.0,1.901,40.0,2.2880000000000003,41.0,2.404,42.0,2.259,40.0,1.716,42.0,2.263,39.0,2.114
121,Tomori,DEF,Chelsea,5.0,48.0,1291.0,0.03718048,1.0,0.044000000000000004,1.0,0.03,3.0,0.142,3.0,0.157,2.0,0.09300000000000001,2.0,0.06,3.0,0.14400000000000002,3.0,0.152
122,Hudson-Odoi,MID,Chelsea,6.0,53.0,849.0,0.0,45.0,2.4130000000000003,38.0,1.71,31.0,1.84,27.0,1.646,24.0,1.351,25.0,1.137,25.0,1.416,26.0,1.4609999999999999
123,James,DEF,Chelsea,5.0,61.0,1510.0,0.040397351,57.0,2.9419999999999997,55.0,1.829,52.0,2.875,53.0,3.233,49.0,2.627,55.0,1.8030000000000002,52.0,2.861,53.0,3.075
124,Gilmour,MID,Chelsea,4.5,9.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.209
